lat,lon,bairro
-22.240955,-45.708991,São Roque
-22.27223,-45.694688,Ozório Machado
-22.244256,-45.719046,Maristela
-22.231855,-45.713377,Juquita
-22.255415,-45.727887,Arco-Íris
-22.247252,-45.704828,São Roque
-22.262117,-45.702944,Família Andrade
-22.243493,-45.70474,São Benedito
-22.254873,-45.685482,Ozório Machado
-22.233003,-45.728223,Juquita
-22.23825,-45.708418,São Benedito
-22.248586,-45.704194,Maristela
-22.242329,-45.7097,São Benedito
-22.234873,-45.710283,São Roque
-22.275954,-45.699604,Fernandes
-22.266884,-45.684532,Pedreira
-22.234636,-45.706979,Juquita
-22.228041,-45.717666,São Roque
-22.241073,-45.700311,Vista Alegre
-22.271688,-45.71938,Família Andrade
-22.260469,-45.694239,Por do Sol
-22.24932,-45.725786,São João
-22.234457,-45.698393,Anchieta
-22.260518,-45.695196,Fernandes
-22.234467,-45.729521,Juquita
-22.235849,-45.712577,Juquita
-22.265949,-45.712464,Família Andrade
-22.266842,-45.694405,Fernandes
-22.261581,-45.680669,Ozório Machado
-22.232117,-45.724706,Juquita
-22.260582,-45.698664,Fernandes
-22.260122,-45.685377,Ozório Machado
-22.245739,-45.694344,Anchieta
-22.257062,-45.726135,Arco-Íris
-22.25056,-45.698506,Pedreira
-22.249612,-45.692932,Anchieta
-22.247422,-45.721583,Novo Horizonte
-22.267807,-45.713818,Família Andrade
-22.249729,-45.69861,Anchieta
-22.235589,-45.712576,Maristela
-22.260596,-45.688607,Por do Sol
-22.268692,-45.692373,Fernandes
-22.254142,-45.696877,Por do Sol
-22.264434,-45.700956,Por do Sol
-22.258589,-45.694338,Por do Sol
-22.265086,-45.688682,Pedreira
-22.255809,-45.728805,Arco-Íris
-22.264866,-45.698802,Fernandes
-22.258585,-45.708053,Vista Alegre
-22.25896,-45.687447,Pedreira
-22.248852,-45.713741,São João
-22.238388,-45.694959,Anchieta
-22.253126,-45.720691,Eletrônica
-22.257264,-45.704333,Por do Sol
-22.273209,-45.710273,Fernandes
-22.256128,-45.719317,Eletrônica
-22.247971,-45.714752,Juquita
-22.238737,-45.714287,São Roque
-22.257542,-45.68996,Fernandes
-22.245365,-45.696115,Vista Alegre
-22.275751,-45.711201,Família Andrade
-22.259133,-45.696404,Pedreira
-22.263588,-45.695958,Ozório Machado
-22.267888,-45.69613,Fernandes
-22.270435,-45.706075,Fernandes
-22.259231,-45.704951,Por do Sol
-22.253795,-45.688736,Ozório Machado
-22.276334,-45.703269,Família Andrade
-22.244965,-45.703911,Maristela
-22.241297,-45.69805,São Benedito
-22.263929,-45.72008,Arco-Íris
-22.265681,-45.67855,Por do Sol
-22.245562,-45.690651,Anchieta
-22.241418,-45.70152,Vista Alegre
-22.232543,-45.718029,Juquita
-22.240963,-45.70383,São Benedito
-22.246253,-45.684749,Anchieta
-22.270229,-45.703018,Fernandes
-22.223271,-45.72156,Juquita
-22.266047,-45.699121,Pedreira
-22.265994,-45.712259,Novo Horizonte
-22.233194,-45.729262,Juquita
-22.252147,-45.702859,São Benedito
-22.25457,-45.728288,Eletrônica
-22.256157,-45.698028,Ozório Machado
-22.264852,-45.7064,Fernandes
-22.250768,-45.703699,São Roque
-22.238552,-45.697584,Maristela
-22.282405,-45.701441,Família Andrade
-22.258438,-45.696503,Novo Horizonte
-22.253903,-45.693356,Anchieta
-22.245366,-45.695428,São Benedito
-22.243299,-45.694505,Anchieta
-22.240812,-45.711575,Maristela
-22.273889,-45.696445,Fernandes
-22.250873,-45.716093,São Roque
-22.236404,-45.698675,Vista Alegre
-22.242854,-45.694727,Vista Alegre
-22.258752,-45.715406,Novo Horizonte
-22.255709,-45.715824,São João
-22.244816,-45.703675,Vista Alegre
-22.25501,-45.692623,Ozório Machado
-22.258691,-45.703168,Novo Horizonte
-22.248285,-45.706519,São Roque
-22.246363,-45.72894,Eletrônica
-22.240127,-45.727096,Eletrônica
-22.231891,-45.720523,Juquita
-22.245042,-45.69237,São João
-22.260618,-45.720639,Arco-Íris
-22.272875,-45.688832,Fernandes
-22.252516,-45.704837,São Benedito
-22.2811,-45.706202,Fernandes
-22.23573,-45.697288,Vista Alegre
-22.249101,-45.731064,Eletrônica
-22.265952,-45.683598,Ozório Machado
-22.27261,-45.71626,Família Andrade
-22.232615,-45.722939,Juquita
-22.270303,-45.690342,Ozório Machado
-22.239818,-45.710443,Maristela
-22.253861,-45.710938,São Benedito
-22.245714,-45.693313,Anchieta
-22.254775,-45.704939,Pedreira
-22.232087,-45.71713,Juquita
-22.258942,-45.698624,Por do Sol
-22.231156,-45.700442,Maristela
-22.245584,-45.700169,Maristela
-22.266835,-45.712091,Família Andrade
-22.262707,-45.706718,Pedreira
-22.25358,-45.715921,Novo Horizonte
-22.259324,-45.716871,Novo Horizonte
-22.26028,-45.707724,Arco-Íris
-22.264324,-45.680063,Ozório Machado
-22.276707,-45.71943,Família Andrade
-22.246013,-45.712548,São João
-22.277717,-45.715856,Família Andrade
-22.247155,-45.704486,Maristela
-22.245077,-45.694604,São Benedito
-22.249871,-45.699082,Vista Alegre
-22.257648,-45.725295,Eletrônica
-22.255877,-45.694708,Ozório Machado
-22.260255,-45.686809,Ozório Machado
-22.268047,-45.691589,Fernandes
-22.247227,-45.703754,Maristela
-22.23123,-45.686239,Vista Alegre
-22.248057,-45.697387,Pedreira
-22.251371,-45.688592,Ozório Machado
-22.271515,-45.701633,Por do Sol
-22.253754,-45.71976,Arco-Íris
-22.237354,-45.721509,São Roque
-22.259674,-45.719679,Arco-Íris
-22.252512,-45.729291,São João
-22.260191,-45.699718,Anchieta
-22.263153,-45.71176,São João
-22.27682,-45.696664,Fernandes
-22.247769,-45.715782,Arco-Íris
-22.270864,-45.684063,Fernandes
-22.248284,-45.701247,São João
-22.258201,-45.6965,Fernandes
-22.245784,-45.685508,Ozório Machado
-22.263291,-45.686838,Ozório Machado
-22.240679,-45.696931,Vista Alegre
-22.255279,-45.707352,Maristela
-22.232442,-45.701913,Vista Alegre
-22.237777,-45.711769,Maristela
-22.237623,-45.727813,Juquita
-22.268858,-45.707648,Família Andrade
-22.243159,-45.698794,Maristela
-22.260675,-45.694566,Por do Sol
-22.251249,-45.687318,Pedreira
-22.245695,-45.686906,Anchieta
-22.24277,-45.727615,Eletrônica
-22.225306,-45.724173,Juquita
-22.269946,-45.703428,Fernandes
-22.255996,-45.709884,Novo Horizonte
-22.26147,-45.683143,Ozório Machado
-22.282885,-45.703333,Família Andrade
-22.263,-45.694826,Novo Horizonte
-22.254402,-45.719545,São João
-22.241367,-45.694437,Vista Alegre
-22.250225,-45.711263,Vista Alegre
-22.250833,-45.720064,São Roque
-22.245058,-45.6989,Anchieta
-22.245972,-45.707858,São João
-22.232704,-45.70771,Maristela
-22.246601,-45.707004,São Benedito
-22.263177,-45.690818,Fernandes
-22.257231,-45.716446,Eletrônica
-22.223795,-45.694233,Maristela
-22.243197,-45.710367,São Benedito
-22.248366,-45.732631,Eletrônica
-22.258541,-45.706832,São João
-22.251225,-45.696784,Vista Alegre
-22.226781,-45.722858,Juquita
-22.268284,-45.685722,Ozório Machado
-22.258072,-45.711938,Arco-Íris
-22.257693,-45.716349,Arco-Íris
-22.26793,-45.701554,Novo Horizonte
-22.259672,-45.697239,Por do Sol
-22.281496,-45.696946,Pedreira
-22.247117,-45.698067,Anchieta
-22.262267,-45.690582,Por do Sol
-22.256468,-45.687633,Ozório Machado
-22.258255,-45.698828,Fernandes
-22.259048,-45.731301,Arco-Íris
-22.229096,-45.712972,Juquita
-22.252444,-45.692171,Anchieta
-22.267394,-45.700359,Por do Sol
-22.257943,-45.694607,Ozório Machado
-22.238509,-45.716285,Eletrônica
-22.264733,-45.690579,Ozório Machado
-22.236376,-45.693928,Anchieta
-22.260557,-45.710212,Novo Horizonte
-22.254343,-45.717021,Eletrônica
-22.27598,-45.695315,Fernandes
-22.246741,-45.70009,Anchieta
-22.251369,-45.720487,Eletrônica
-22.255296,-45.724981,Arco-Íris
-22.261865,-45.719205,São João
-22.227651,-45.713982,Juquita
-22.255439,-45.691463,Pedreira
-22.242342,-45.704608,Juquita
-22.234691,-45.700843,São Benedito
-22.23985,-45.691267,São Benedito
-22.239389,-45.69676,Anchieta
-22.265738,-45.695033,Pedreira
-22.249935,-45.684364,Vista Alegre
-22.256515,-45.73412,Eletrônica
-22.233562,-45.712695,Juquita
-22.229838,-45.714634,Juquita
-22.273705,-45.700646,Novo Horizonte
-22.264539,-45.706413,Família Andrade
-22.226243,-45.724334,Juquita
-22.247924,-45.693121,Anchieta
-22.249566,-45.695645,São Benedito
-22.234067,-45.695019,Maristela
-22.263226,-45.693363,Por do Sol
-22.278853,-45.711596,Família Andrade
-22.260994,-45.69938,Pedreira
-22.277172,-45.690973,Ozório Machado
-22.246856,-45.707882,São João
-22.246945,-45.701639,São Benedito
-22.249914,-45.69465,Maristela
-22.235809,-45.705039,Vista Alegre
-22.249748,-45.702791,São Roque
-22.234194,-45.71442,Juquita
-22.243058,-45.720488,Maristela
-22.257756,-45.696602,Por do Sol
-22.244213,-45.722052,Eletrônica
-22.263319,-45.693684,Fernandes
-22.242306,-45.706742,São Benedito
-22.2443,-45.701878,São Roque
-22.252051,-45.712386,São João
-22.263216,-45.70817,Pedreira
-22.263129,-45.708027,Família Andrade
-22.257347,-45.705145,Arco-Íris
-22.264546,-45.691681,Fernandes
-22.238367,-45.71522,Juquita
-22.266134,-45.701206,Por do Sol
-22.241772,-45.688224,Vista Alegre
-22.268748,-45.727165,Novo Horizonte
-22.227255,-45.690642,Vista Alegre
-22.25315,-45.709867,São Roque
-22.264219,-45.707499,Novo Horizonte
-22.258563,-45.698101,Por do Sol
-22.253878,-45.709642,Novo Horizonte
-22.235173,-45.698626,Anchieta
-22.234759,-45.711413,São Roque
-22.263182,-45.693658,Ozório Machado
-22.275756,-45.711038,Família Andrade
-22.245258,-45.693654,Maristela
-22.277545,-45.680008,Fernandes
-22.24005,-45.703612,Vista Alegre
-22.233752,-45.701076,Maristela
-22.260933,-45.699159,Pedreira
-22.265712,-45.721874,Arco-Íris
-22.265744,-45.708062,Família Andrade
-22.259594,-45.702807,Novo Horizonte
-22.233652,-45.692702,Vista Alegre
-22.230134,-45.714202,São Roque
-22.249092,-45.705073,Fernandes
-22.253055,-45.711131,Novo Horizonte
-22.241545,-45.70754,São Roque
-22.247925,-45.694544,Ozório Machado
-22.26136,-45.709327,Família Andrade
-22.245156,-45.698418,Maristela
-22.256018,-45.686219,Anchieta
-22.256147,-45.690388,Ozório Machado
-22.230363,-45.719467,Juquita
-22.245245,-45.708236,Maristela
-22.246762,-45.707257,São Benedito
-22.254638,-45.7207,São João
-22.250782,-45.723014,Eletrônica
-22.247028,-45.705544,São Benedito
-22.257075,-45.681005,Anchieta
-22.250064,-45.692969,Vista Alegre
-22.267158,-45.700398,Por do Sol
-22.255259,-45.708952,Fernandes
-22.226952,-45.712693,Juquita
-22.247553,-45.699466,Anchieta
-22.241822,-45.709361,São Roque
-22.253458,-45.700478,São Benedito
-22.238983,-45.685689,Anchieta
-22.238937,-45.690153,Vista Alegre
-22.237967,-45.695811,Vista Alegre
-22.257053,-45.72857,Arco-Íris
-22.245033,-45.694651,São Benedito
-22.241487,-45.717454,Juquita
-22.273659,-45.701269,Fernandes
-22.242521,-45.705166,São Benedito
-22.266473,-45.720674,Família Andrade
-22.233774,-45.714365,Juquita
-22.245764,-45.709717,São Roque
-22.264273,-45.71375,Arco-Íris
-22.26121,-45.706266,Pedreira
-22.241041,-45.691072,São Benedito
-22.255308,-45.713943,Novo Horizonte
-22.252731,-45.697416,Anchieta
-22.267467,-45.717765,Família Andrade
-22.238806,-45.718882,Juquita
-22.239947,-45.704933,São Roque
-22.26114,-45.719805,Arco-Íris
-22.275793,-45.713071,Família Andrade
-22.239579,-45.723304,Juquita
-22.261043,-45.69703,Por do Sol
-22.269787,-45.712179,Família Andrade
-22.268392,-45.688365,Pedreira
-22.252915,-45.712973,Ozório Machado
-22.265923,-45.682139,Por do Sol
-22.234793,-45.720221,Juquita
-22.265477,-45.720894,Família Andrade
-22.250956,-45.699353,São Benedito
-22.236692,-45.709567,Maristela
-22.233344,-45.725621,Juquita
-22.258887,-45.690803,Ozório Machado
-22.24111,-45.702541,Maristela
-22.257383,-45.705617,São Roque
-22.268323,-45.701723,Novo Horizonte
-22.250817,-45.699393,Anchieta
-22.258761,-45.731028,Eletrônica
-22.246978,-45.712193,Pedreira
-22.242581,-45.719477,Juquita
-22.257548,-45.703724,Anchieta
-22.242506,-45.721485,Arco-Íris
-22.243569,-45.725816,Arco-Íris
-22.227779,-45.711668,Juquita
-22.27665,-45.707212,Família Andrade
-22.256711,-45.693723,Pedreira
-22.268716,-45.713554,Arco-Íris
-22.257406,-45.702115,Por do Sol
-22.246576,-45.698751,Pedreira
-22.248919,-45.72211,Arco-Íris
-22.251938,-45.68487,Anchieta
-22.239075,-45.702408,Vista Alegre
-22.249394,-45.697951,São Benedito
-22.276759,-45.712297,Família Andrade
-22.258471,-45.694234,Por do Sol
-22.253684,-45.695879,Ozório Machado
-22.266252,-45.694831,Ozório Machado
-22.262008,-45.717705,São João
-22.235525,-45.695449,Vista Alegre
-22.245885,-45.703273,Maristela
-22.263314,-45.688823,Por do Sol
-22.246488,-45.702809,São Roque
-22.268905,-45.709319,Família Andrade
-22.25102,-45.698821,Anchieta
-22.249936,-45.692123,Ozório Machado
-22.264614,-45.706731,Fernandes
-22.241868,-45.714799,Eletrônica
-22.250475,-45.702907,São Roque
-22.262623,-45.694897,Ozório Machado
-22.274167,-45.718546,Família Andrade
-22.267628,-45.690801,Pedreira
-22.255244,-45.705637,São João
-22.254848,-45.727449,Eletrônica
-22.255655,-45.72173,Arco-Íris
-22.26566,-45.70539,Pedreira
-22.256318,-45.695401,Por do Sol
-22.271416,-45.697612,Fernandes
-22.259381,-45.714214,Pedreira
-22.24915,-45.715731,Juquita
-22.253672,-45.709936,São Roque
-22.273707,-45.700976,Fernandes
-22.268269,-45.714876,Família Andrade
-22.25298,-45.723888,São João
-22.240573,-45.695931,Vista Alegre
-22.254896,-45.732145,São João
-22.26722,-45.691716,Por do Sol
-22.248788,-45.721875,Eletrônica
-22.251959,-45.707597,Pedreira
-22.241879,-45.723104,Juquita
-22.255616,-45.695986,Por do Sol
-22.253067,-45.703113,São Benedito
-22.253296,-45.696644,Maristela
-22.266325,-45.693099,Por do Sol
-22.231421,-45.71286,Maristela
-22.243998,-45.688235,Vista Alegre
-22.257001,-45.693871,Por do Sol
-22.234319,-45.699487,São Benedito
-22.235145,-45.70934,Vista Alegre
-22.243468,-45.690273,São Roque
-22.262487,-45.718975,São João
-22.251051,-45.718401,Eletrônica
-22.251661,-45.729247,Eletrônica
-22.255077,-45.701535,São Benedito
-22.235956,-45.70275,Maristela
-22.233658,-45.697638,Maristela
-22.242978,-45.70382,Anchieta
-22.254545,-45.706247,Novo Horizonte
-22.256544,-45.69609,Pedreira
-22.257425,-45.696932,Anchieta
-22.242612,-45.703722,São Benedito
-22.275215,-45.717043,Família Andrade
-22.268829,-45.689361,Por do Sol
-22.233739,-45.708329,São Roque
-22.234918,-45.721208,São Roque
-22.264899,-45.700143,Por do Sol
-22.231029,-45.723907,Juquita
-22.256924,-45.715874,São João
-22.245806,-45.727722,Eletrônica
-22.267474,-45.702501,Pedreira
-22.248046,-45.69746,Anchieta
-22.266186,-45.712384,Família Andrade
-22.261963,-45.698755,Fernandes
-22.223945,-45.71354,Maristela
-22.232331,-45.6913,Vista Alegre
-22.284788,-45.697649,Fernandes
-22.254102,-45.727114,Arco-Íris
-22.246047,-45.696101,Vista Alegre
-22.247436,-45.725257,Eletrônica
-22.257247,-45.699005,Por do Sol
-22.232605,-45.712323,Juquita
-22.264137,-45.691634,Vista Alegre
-22.265469,-45.703614,Novo Horizonte
-22.23819,-45.685981,Vista Alegre
-22.262967,-45.724005,Novo Horizonte
-22.255969,-45.724605,Arco-Íris
-22.230146,-45.722141,Juquita
-22.240973,-45.722714,Eletrônica
-22.275244,-45.72005,Família Andrade
-22.270737,-45.704556,Por do Sol
-22.274659,-45.715032,Família Andrade
-22.263448,-45.707247,Novo Horizonte
-22.263062,-45.699921,Pedreira
-22.251597,-45.702205,Pedreira
-22.255439,-45.726023,Eletrônica
-22.277341,-45.70529,Por do Sol
-22.269383,-45.704145,Pedreira
-22.256056,-45.730093,Eletrônica
-22.273172,-45.701031,Fernandes
-22.227083,-45.685695,Maristela
-22.269822,-45.708099,Novo Horizonte
-22.251808,-45.710307,Eletrônica
-22.246815,-45.692237,Anchieta
-22.268529,-45.705157,Novo Horizonte
-22.268211,-45.682065,Ozório Machado
-22.244431,-45.713813,São Roque
-22.265071,-45.693233,Ozório Machado
-22.27355,-45.6847,Fernandes
-22.24789,-45.709671,São Roque
-22.239632,-45.704313,Maristela
-22.246472,-45.692894,Anchieta
-22.260268,-45.693283,Ozório Machado
-22.261037,-45.718472,Arco-Íris
-22.270355,-45.696778,Pedreira
-22.25677,-45.725944,Arco-Íris
-22.259214,-45.702012,Novo Horizonte
-22.261267,-45.713912,Família Andrade
-22.242656,-45.692725,Anchieta
-22.239184,-45.684929,Vista Alegre
-22.233615,-45.709789,Juquita
-22.24278,-45.721324,Eletrônica
-22.248024,-45.717426,Novo Horizonte
-22.257402,-45.677435,Ozório Machado
-22.234427,-45.702375,São Roque
-22.240005,-45.704847,São Roque
-22.264318,-45.683163,Ozório Machado
-22.242597,-45.693143,Vista Alegre
-22.259087,-45.701627,Pedreira
-22.239253,-45.705899,Maristela
-22.259099,-45.681251,Ozório Machado
-22.236928,-45.700845,Anchieta
-22.226563,-45.710948,Maristela
-22.247258,-45.728804,São João
-22.2618,-45.72717,São João
-22.248617,-45.705652,Novo Horizonte
-22.249006,-45.711264,Pedreira
-22.239362,-45.719577,Juquita
-22.239795,-45.720926,Juquita
-22.254278,-45.698697,São Benedito
-22.256005,-45.69173,Pedreira
-22.256572,-45.720101,Eletrônica
-22.272525,-45.69564,Fernandes
-22.252151,-45.711497,Eletrônica
-22.264172,-45.68867,Ozório Machado
-22.279066,-45.708497,Família Andrade
-22.246286,-45.71249,São Benedito
-22.264994,-45.696354,Fernandes
-22.247949,-45.693226,Ozório Machado
-22.259064,-45.70416,Pedreira
-22.25489,-45.702912,São Roque
-22.266015,-45.682821,Ozório Machado
-22.246607,-45.712336,Maristela
-22.25746,-45.702535,Anchieta
-22.273537,-45.714832,Família Andrade
-22.259874,-45.696249,Vista Alegre
-22.266676,-45.69441,Pedreira
-22.257587,-45.697982,Fernandes
-22.240983,-45.708274,Maristela
-22.256761,-45.717471,Novo Horizonte
-22.294221,-45.699157,Família Andrade
-22.265268,-45.704186,Pedreira
-22.251469,-45.711618,São João
-22.245933,-45.713452,São João
-22.244598,-45.698493,Anchieta
-22.237685,-45.720498,Juquita
-22.257489,-45.710783,São João
-22.26707,-45.723512,São João
-22.261719,-45.725513,Eletrônica
-22.267664,-45.729764,Família Andrade
-22.229574,-45.703044,Juquita
-22.266513,-45.696983,Por do Sol
-22.257592,-45.700513,Pedreira
-22.260316,-45.715095,São João
-22.249464,-45.709428,São Roque
-22.267712,-45.714134,Família Andrade
-22.275533,-45.700231,Por do Sol
-22.258077,-45.714281,São João
-22.250835,-45.722437,Eletrônica
-22.261644,-45.718269,São João
-22.275389,-45.701149,Família Andrade
-22.249023,-45.697438,Vista Alegre
-22.260842,-45.708858,Pedreira
-22.257411,-45.72028,Eletrônica
-22.251612,-45.703277,São Benedito
-22.247595,-45.694622,Anchieta
-22.238427,-45.69779,Vista Alegre
-22.273438,-45.713509,Família Andrade
-22.242141,-45.706354,São João
-22.268745,-45.691246,Por do Sol
-22.2635,-45.691265,Novo Horizonte
-22.248779,-45.695585,Anchieta
-22.248769,-45.737372,Eletrônica
-22.237967,-45.704655,Vista Alegre
-22.273379,-45.691585,Ozório Machado
-22.259498,-45.728435,Arco-Íris
-22.246817,-45.725052,Arco-Íris
-22.248302,-45.696083,Anchieta
-22.236895,-45.693092,São Roque
-22.252256,-45.688268,Anchieta
-22.261086,-45.70634,Fernandes
-22.27452,-45.702729,Novo Horizonte
-22.265436,-45.701455,Fernandes
-22.273594,-45.699898,Por do Sol
-22.244189,-45.720447,São João
-22.267516,-45.70466,Fernandes
-22.250707,-45.71594,Arco-Íris
-22.257324,-45.698116,Ozório Machado
-22.247832,-45.728418,Juquita
-22.236789,-45.721728,Juquita
-22.263813,-45.731597,Arco-Íris
-22.263664,-45.69165,Ozório Machado
-22.241983,-45.709283,Arco-Íris
-22.27724,-45.698215,Por do Sol
-22.284912,-45.705558,Família Andrade
-22.255203,-45.71778,Arco-Íris
-22.231542,-45.697931,São Benedito
-22.256931,-45.687947,Por do Sol
-22.237222,-45.729074,Eletrônica
-22.267172,-45.711304,Novo Horizonte
-22.240688,-45.709771,Vista Alegre
-22.268419,-45.698349,Família Andrade
-22.279437,-45.711478,Família Andrade
-22.257113,-45.703361,Novo Horizonte
-22.261196,-45.707363,Pedreira
-22.261859,-45.715275,São João
-22.260448,-45.702531,Novo Horizonte
-22.262961,-45.686421,Ozório Machado
-22.256236,-45.705742,Fernandes
-22.24258,-45.72143,São João
-22.240708,-45.690866,Maristela
-22.263654,-45.682372,Pedreira
-22.242781,-45.720261,São Roque
-22.255959,-45.727721,São João
-22.260332,-45.698316,Pedreira
-22.279321,-45.691335,Fernandes
-22.252174,-45.685267,Ozório Machado
-22.279021,-45.715083,Família Andrade
-22.271116,-45.687059,Ozório Machado
-22.266629,-45.698977,Fernandes
-22.267033,-45.694412,Ozório Machado
-22.247408,-45.724,São João
-22.245149,-45.696483,Pedreira
-22.242933,-45.694887,Maristela
-22.249507,-45.699462,Por do Sol
-22.272584,-45.691136,Fernandes
-22.260866,-45.699011,Novo Horizonte
-22.244244,-45.721599,Arco-Íris
-22.269913,-45.698537,Ozório Machado
-22.264188,-45.688443,Por do Sol
-22.25855,-45.722933,Arco-Íris
-22.258543,-45.714705,Fernandes
-22.238421,-45.7052,Maristela
-22.244312,-45.729155,São João
-22.249532,-45.719531,São Benedito
-22.22959,-45.71729,Juquita
-22.264496,-45.687163,Ozório Machado
-22.256894,-45.716384,Arco-Íris
-22.226083,-45.718867,Juquita
-22.270249,-45.69408,Pedreira
-22.232955,-45.696108,Vista Alegre
-22.248321,-45.710605,Pedreira
-22.22887,-45.719274,Juquita
-22.257261,-45.680016,Pedreira
-22.275725,-45.712714,Família Andrade
-22.262388,-45.691142,São Benedito
-22.232919,-45.707032,São Roque
-22.263254,-45.696205,Novo Horizonte
-22.236357,-45.703991,Maristela
-22.241508,-45.704435,Vista Alegre
-22.271576,-45.693005,Pedreira
-22.240039,-45.691592,Vista Alegre
-22.247223,-45.709044,São Roque
-22.245305,-45.729429,Eletrônica
-22.240161,-45.695723,Anchieta
-22.259755,-45.707994,São João
-22.273886,-45.707206,Família Andrade
-22.268764,-45.706775,Família Andrade
-22.269833,-45.714847,Família Andrade
-22.248534,-45.694736,Anchieta
-22.244039,-45.703706,São Benedito
-22.256519,-45.715591,Novo Horizonte
-22.245177,-45.701199,São João
-22.23668,-45.720493,Maristela
-22.260667,-45.728149,Eletrônica
-22.249998,-45.720952,Eletrônica
-22.250022,-45.714542,São Benedito
-22.263173,-45.706906,Família Andrade
-22.268889,-45.72138,Família Andrade
-22.247592,-45.705923,São Benedito
-22.253549,-45.720297,Eletrônica
-22.27122,-45.708837,Família Andrade
-22.259255,-45.698683,Pedreira
-22.258539,-45.72065,Eletrônica
-22.245496,-45.681027,Anchieta
-22.240226,-45.702094,Maristela
-22.257154,-45.720288,Arco-Íris
-22.271969,-45.699177,Fernandes
-22.260511,-45.720519,Arco-Íris
-22.26323,-45.72705,Arco-Íris
-22.231501,-45.694263,Vista Alegre
-22.250942,-45.728486,Eletrônica
-22.254104,-45.705136,Novo Horizonte
-22.266624,-45.69743,Novo Horizonte
-22.253706,-45.702693,Novo Horizonte
-22.248482,-45.722954,Eletrônica
-22.26432,-45.716176,Novo Horizonte
-22.22699,-45.711876,Juquita
-22.258244,-45.691041,Ozório Machado
-22.240644,-45.725067,Juquita
-22.251383,-45.689041,Pedreira
-22.26417,-45.710517,Novo Horizonte
-22.255608,-45.693721,São Benedito
-22.271697,-45.700751,Fernandes
-22.25325,-45.71774,Eletrônica
-22.240465,-45.699872,São Roque
-22.250935,-45.685302,São Benedito
-22.25453,-45.714567,São João
-22.238289,-45.7175,Juquita
-22.249503,-45.683308,Pedreira
-22.24219,-45.709181,Maristela
-22.229788,-45.712255,Juquita
-22.233704,-45.729319,Juquita
-22.260129,-45.700782,São Benedito
-22.252458,-45.701485,São Benedito
-22.256989,-45.720046,São Roque
-22.250675,-45.68968,Anchieta
-22.240398,-45.713671,São Roque
-22.2594,-45.693658,Por do Sol
-22.24302,-45.709049,São Roque
-22.25283,-45.713361,São João
-22.252234,-45.719947,Eletrônica
-22.263053,-45.724308,Arco-Íris
-22.256415,-45.719452,Maristela
-22.265787,-45.693453,Por do Sol
-22.233801,-45.698081,Maristela
-22.27596,-45.6994,Fernandes
-22.267501,-45.726797,Arco-Íris
-22.234209,-45.718308,Juquita
-22.239458,-45.705761,São Benedito
-22.245475,-45.690952,Vista Alegre
-22.255735,-45.719112,Novo Horizonte
-22.239484,-45.708704,São Roque
-22.26298,-45.699252,Pedreira
-22.26148,-45.727683,Eletrônica
-22.26849,-45.688715,Ozório Machado
-22.271631,-45.716265,Família Andrade
-22.250097,-45.72479,Arco-Íris
-22.241483,-45.716515,Juquita
-22.257758,-45.694731,Ozório Machado
-22.237537,-45.71285,Juquita
-22.254286,-45.721195,Arco-Íris
-22.248774,-45.725403,Arco-Íris
-22.253989,-45.678009,Anchieta
-22.238377,-45.710657,Maristela
-22.261077,-45.693526,Pedreira
-22.239571,-45.700232,Vista Alegre
-22.263331,-45.701305,Ozório Machado
-22.259003,-45.682332,Ozório Machado
-22.280099,-45.704877,Novo Horizonte
-22.248857,-45.691754,Anchieta
-22.247987,-45.684272,Vista Alegre
-22.256935,-45.719814,Novo Horizonte
-22.254945,-45.682851,Ozório Machado
-22.245856,-45.693091,Anchieta
-22.250776,-45.717441,São João
-22.259971,-45.719534,Arco-Íris
-22.263306,-45.713751,Novo Horizonte
-22.256861,-45.724617,São João
-22.260828,-45.697264,Pedreira
-22.249896,-45.712389,São Benedito
-22.261039,-45.702499,Pedreira
-22.25861,-45.69189,Pedreira
-22.257136,-45.70583,São João
-22.254268,-45.726379,Eletrônica
-22.237653,-45.694438,Vista Alegre
-22.245219,-45.703824,Anchieta
-22.259241,-45.70296,Por do Sol
-22.238489,-45.724686,Juquita
-22.267417,-45.68312,Ozório Machado
-22.243224,-45.704683,São Benedito
-22.260526,-45.687153,Ozório Machado
-22.257779,-45.710186,Novo Horizonte
-22.272935,-45.705534,Fernandes
-22.230913,-45.722799,São Roque
-22.240649,-45.690383,São Benedito
-22.228968,-45.716618,Juquita
-22.257445,-45.717204,Arco-Íris
-22.267644,-45.708372,Novo Horizonte
-22.24093,-45.705907,Maristela
-22.269506,-45.722564,Fernandes
-22.239217,-45.697996,Maristela
-22.234666,-45.718153,Juquita
-22.245324,-45.702225,Anchieta
-22.238622,-45.702895,Maristela
-22.25422,-45.724682,Eletrônica
-22.23827,-45.702116,São Benedito
-22.261432,-45.694221,Fernandes
-22.247739,-45.706161,São Benedito
-22.240195,-45.718748,Eletrônica
-22.259275,-45.719601,Arco-Íris
-22.257018,-45.700855,Pedreira
-22.262946,-45.70322,Novo Horizonte
-22.260327,-45.721287,São João
-22.265385,-45.698213,Fernandes
-22.270203,-45.710935,Família Andrade
-22.251583,-45.687668,Ozório Machado
-22.272612,-45.683307,Pedreira
-22.25204,-45.723105,São Roque
-22.274789,-45.718961,Família Andrade
