lat,lon,bairro,situacao
-22.254429,-45.693848,Ozório Machado,normal
-22.246083,-45.708973,Eletrônica,apagado
-22.245678,-45.6985,Anchieta,piscando
-22.257777,-45.695623,Pedreira,normal
-22.243103,-45.698905,Vista Alegre,normal
-22.261393,-45.7083,Novo Horizonte,apagado
-22.246343,-45.700626,Vista Alegre,normal
-22.259354,-45.707382,Arco-Íris,sem_sinal
-22.262667,-45.707334,Fernandes,normal
-22.235839,-45.709437,Juquita,apagado
-22.242845,-45.702619,Maristela,normal
-22.259923,-45.713035,Arco-Íris,piscando
-22.261511,-45.70786,Família Andrade,baixa_luminosidade
-22.252446,-45.701014,São Benedito,normal
-22.243213,-45.704439,São Benedito,normal
-22.240536,-45.698741,Vista Alegre,normal
-22.251391,-45.704608,São Benedito,normal
-22.261154,-45.707642,Família Andrade,normal
-22.262605,-45.705456,Família Andrade,normal
-22.242677,-45.704196,São Roque,normal
-22.266474,-45.701961,Família Andrade,normal
-22.258285,-45.712899,Arco-Íris,normal
-22.257633,-45.70795,Pedreira,piscando
-22.247268,-45.698026,Vista Alegre,normal
-22.243351,-45.708379,Maristela,normal
-22.259753,-45.694117,Ozório Machado,baixa_luminosidade
-22.240271,-45.710946,São Roque,piscando
-22.262641,-45.699786,Por do Sol,normal
-22.247543,-45.699503,Vista Alegre,sem_sinal
-22.256562,-45.708902,Arco-Íris,baixa_luminosidade
-22.255834,-45.696963,Pedreira,apagado
-22.245805,-45.707793,São Roque,baixa_luminosidade
-22.249181,-45.693201,Vista Alegre,apagado
-22.253591,-45.706981,Eletrônica,normal
-22.252901,-45.69131,Ozório Machado,piscando
-22.245691,-45.696928,Anchieta,normal
-22.24803,-45.71594,Eletrônica,normal
-22.255587,-45.702232,Novo Horizonte,normal
-22.250731,-45.714096,São Roque,piscando
-22.241044,-45.698085,São Benedito,piscando
-22.245376,-45.699153,Vista Alegre,apagado
-22.257885,-45.694886,Pedreira,normal
-22.253701,-45.713242,Arco-Íris,normal
-22.248917,-45.710437,Eletrônica,piscando
-22.239765,-45.708276,Juquita,baixa_luminosidade
-22.259568,-45.711627,Novo Horizonte,normal
-22.263714,-45.706613,Família Andrade,normal
-22.25925,-45.696146,Por do Sol,normal
-22.243074,-45.707414,São Roque,piscando
-22.262506,-45.695824,Por do Sol,piscando
-22.2558,-45.703873,Pedreira,piscando
-22.243173,-45.709763,Maristela,normal
-22.242871,-45.701817,Maristela,normal
-22.26169,-45.706096,Família Andrade,apagado
-22.240111,-45.708773,Juquita,apagado
-22.26165,-45.695502,Ozório Machado,normal
-22.256939,-45.708907,Arco-Íris,normal
-22.248816,-45.700736,Vista Alegre,piscando
-22.26002,-45.713457,Arco-Íris,normal
-22.253459,-45.705733,São João,normal
-22.235211,-45.708084,Maristela,normal
-22.248306,-45.70909,São João,normal
-22.236489,-45.704622,Vista Alegre,normal
-22.255846,-45.707627,Novo Horizonte,normal
-22.250306,-45.712341,Arco-Íris,baixa_luminosidade
-22.248361,-45.710024,São João,normal
-22.242143,-45.712202,São Roque,normal
-22.265707,-45.707723,Novo Horizonte,normal
-22.237154,-45.706261,Juquita,normal
-22.26354,-45.708871,Fernandes,normal
-22.263377,-45.705274,Fernandes,normal
-22.244755,-45.696567,Vista Alegre,normal
-22.2586,-45.690771,Ozório Machado,normal
-22.243651,-45.698707,Anchieta,apagado
-22.256083,-45.711964,Fernandes,piscando
-22.247593,-45.695804,São Benedito,normal
-22.256341,-45.712168,Arco-Íris,normal
-22.256499,-45.696745,Ozório Machado,normal
-22.25223,-45.698432,São João,normal
-22.253953,-45.712633,São Roque,normal
-22.250048,-45.704137,Vista Alegre,normal
-22.261344,-45.707051,Família Andrade,apagado
-22.236383,-45.703496,São Roque,normal
-22.261789,-45.694455,Ozório Machado,normal
-22.262879,-45.708152,Família Andrade,normal
-22.261242,-45.714191,Novo Horizonte,normal
-22.261309,-45.714055,Fernandes,normal
-22.255874,-45.70409,Arco-Íris,normal
-22.242682,-45.705606,Maristela,normal
-22.24625,-45.692868,Anchieta,baixa_luminosidade
-22.2628,-45.70409,Família Andrade,piscando
-22.259865,-45.706926,Novo Horizonte,normal
-22.264158,-45.707749,Família Andrade,normal
-22.263403,-45.709785,Fernandes,normal
-22.244283,-45.708137,Maristela,normal
-22.239056,-45.713989,Juquita,normal
-22.262796,-45.692676,Por do Sol,apagado
-22.262881,-45.712503,Novo Horizonte,apagado
-22.256223,-45.712554,Arco-Íris,normal
-22.251952,-45.715798,São João,normal
-22.240028,-45.707032,Juquita,apagado
-22.261553,-45.698009,Por do Sol,apagado
-22.243318,-45.701141,Vista Alegre,piscando
-22.255418,-45.694525,Pedreira,normal
-22.237427,-45.710679,Juquita,normal
-22.255838,-45.705422,São João,apagado
-22.262213,-45.694751,Ozório Machado,normal
-22.262533,-45.708387,Novo Horizonte,piscando
-22.242288,-45.708526,Juquita,piscando
-22.258182,-45.699027,Pedreira,normal
-22.239061,-45.714128,São Roque,normal
-22.2513,-45.709207,Eletrônica,normal
-22.245718,-45.698127,São Benedito,normal
-22.238685,-45.708747,São Roque,normal
-22.257716,-45.708879,São João,normal
-22.264447,-45.705285,Fernandes,normal
-22.261369,-45.695386,Por do Sol,apagado
-22.246867,-45.69871,Vista Alegre,sem_sinal
-22.244938,-45.699567,Vista Alegre,apagado
-22.254934,-45.704633,São João,apagado
-22.238489,-45.712901,Juquita,normal
-22.256971,-45.713781,São João,baixa_luminosidade
-22.265968,-45.705554,Família Andrade,piscando
-22.245803,-45.710138,Eletrônica,normal
-22.239097,-45.698898,Vista Alegre,baixa_luminosidade
-22.261967,-45.707155,Fernandes,normal
-22.252908,-45.712811,Eletrônica,normal
-22.255956,-45.705391,São João,normal
-22.238738,-45.705191,Maristela,sem_sinal
-22.26568,-45.703982,Família Andrade,piscando
-22.239868,-45.714154,Juquita,normal
-22.250598,-45.696192,Anchieta,normal
-22.251417,-45.71418,Novo Horizonte,normal
-22.236859,-45.706395,Juquita,normal
-22.24443,-45.699402,Anchieta,piscando
-22.252389,-45.705607,Pedreira,normal
-22.261153,-45.699749,Por do Sol,apagado
-22.243924,-45.708083,Maristela,normal
-22.253398,-45.710517,Novo Horizonte,normal
-22.246553,-45.706038,Maristela,piscando
-22.251304,-45.697902,Anchieta,normal
-22.239354,-45.710539,Juquita,normal
-22.254095,-45.708057,São João,normal
-22.252637,-45.709583,Arco-Íris,normal
-22.240511,-45.71126,São Roque,normal
-22.258936,-45.708834,São João,baixa_luminosidade
-22.256607,-45.694079,Ozório Machado,baixa_luminosidade
-22.26701,-45.711443,Novo Horizonte,baixa_luminosidade
-22.261817,-45.705145,Família Andrade,normal
-22.256036,-45.715362,Arco-Íris,normal
-22.239221,-45.701114,Vista Alegre,normal
-22.242413,-45.702706,Maristela,apagado
-22.25989,-45.692711,Ozório Machado,normal
-22.235775,-45.70341,Maristela,normal
-22.254231,-45.692574,Ozório Machado,normal
-22.242971,-45.710963,São Roque,normal
-22.265997,-45.701496,Família Andrade,normal
-22.242347,-45.708005,Maristela,normal
-22.249538,-45.713566,Eletrônica,normal
-22.238544,-45.708157,Juquita,baixa_luminosidade
-22.242064,-45.700578,São Benedito,normal
-22.252507,-45.709223,Arco-Íris,normal
-22.262948,-45.705282,Pedreira,baixa_luminosidade
-22.259557,-45.709331,Fernandes,normal
-22.243896,-45.709535,Eletrônica,normal
-22.259946,-45.708072,Arco-Íris,piscando
-22.259944,-45.707562,Fernandes,piscando
-22.257708,-45.700718,São João,apagado
-22.245308,-45.710854,São Roque,normal
-22.259629,-45.708155,Fernandes,sem_sinal
-22.245531,-45.710495,São Roque,normal
-22.243406,-45.701135,Maristela,normal
-22.238989,-45.711793,São Roque,piscando
-22.247337,-45.706944,São Roque,apagado
-22.264533,-45.7063,Família Andrade,normal
-22.241498,-45.706459,São Roque,normal
-22.235384,-45.711499,Juquita,normal
-22.259365,-45.703376,Novo Horizonte,normal
-22.260146,-45.702825,Por do Sol,normal
-22.261713,-45.710118,São João,baixa_luminosidade
-22.236951,-45.708298,Juquita,normal
-22.251051,-45.703712,São João,apagado
-22.239954,-45.704634,São Roque,normal
-22.258567,-45.712786,Novo Horizonte,apagado
-22.258028,-45.704666,Novo Horizonte,normal
-22.250762,-45.697622,Anchieta,normal
-22.247837,-45.711231,Eletrônica,sem_sinal
-22.262889,-45.707104,Família Andrade,normal
-22.251282,-45.70892,São Roque,piscando
-22.254544,-45.714547,Arco-Íris,apagado
-22.262307,-45.713302,Fernandes,normal
-22.250908,-45.710019,Eletrônica,baixa_luminosidade
-22.264849,-45.702213,Família Andrade,normal
-22.240169,-45.70917,São Roque,normal
-22.257806,-45.703324,Pedreira,normal
-22.245624,-45.712694,Eletrônica,piscando
-22.242309,-45.698295,São Benedito,apagado
-22.246058,-45.702805,Maristela,apagado
-22.245544,-45.693985,Vista Alegre,normal
-22.247153,-45.699286,Anchieta,normal
-22.252662,-45.712213,Arco-Íris,normal
-22.261432,-45.702,Família Andrade,normal
-22.241359,-45.698239,Vista Alegre,apagado
-22.246375,-45.710663,São Roque,piscando
-22.234511,-45.711459,Juquita,sem_sinal
-22.240713,-45.708628,Juquita,normal
-22.235018,-45.710802,Juquita,normal
-22.257654,-45.700623,Pedreira,normal
-22.248699,-45.707157,São João,normal
-22.262367,-45.693369,Por do Sol,normal
-22.2644,-45.702424,Por do Sol,normal
-22.25653,-45.710818,Eletrônica,normal
-22.242648,-45.706487,Juquita,normal
-22.264426,-45.699186,Pedreira,normal
-22.261982,-45.696613,Por do Sol,apagado
-22.264608,-45.705355,Família Andrade,piscando
-22.243057,-45.706284,São Benedito,baixa_luminosidade
-22.257796,-45.710934,Novo Horizonte,normal
-22.249337,-45.700503,Anchieta,normal
-22.257799,-45.705204,São João,piscando
-22.255089,-45.699792,Pedreira,apagado
-22.245556,-45.695803,Vista Alegre,normal
-22.249639,-45.711355,Eletrônica,baixa_luminosidade
-22.26025,-45.712309,Fernandes,baixa_luminosidade
-22.24888,-45.712152,Novo Horizonte,apagado
-22.244799,-45.703042,Anchieta,piscando
-22.256522,-45.707984,Arco-Íris,normal
-22.246963,-45.700047,Vista Alegre,normal
-22.252073,-45.693224,Ozório Machado,normal
-22.252952,-45.71321,Arco-Íris,apagado
-22.240632,-45.711477,São Roque,baixa_luminosidade
-22.23594,-45.708242,Juquita,normal
-22.244708,-45.698751,Maristela,piscando
-22.247275,-45.709868,Eletrônica,normal
-22.255692,-45.712893,Arco-Íris,piscando
-22.253024,-45.704864,São João,normal
-22.250248,-45.710452,São João,baixa_luminosidade
-22.264694,-45.695108,Por do Sol,piscando
-22.253045,-45.693361,Ozório Machado,normal
-22.247576,-45.699662,São Benedito,normal
-22.24344,-45.706016,São Roque,normal
-22.247903,-45.696351,São Benedito,piscando
-22.25241,-45.710489,Eletrônica,piscando
-22.241121,-45.696292,Anchieta,normal
-22.262714,-45.697937,Ozório Machado,baixa_luminosidade
-22.251372,-45.711533,Eletrônica,normal
-22.255296,-45.705854,São João,sem_sinal
-22.261792,-45.712859,Novo Horizonte,normal
-22.256348,-45.702255,Pedreira,apagado
-22.239421,-45.711545,Juquita,normal
-22.261677,-45.699285,Fernandes,apagado
-22.260376,-45.711295,Arco-Íris,apagado
-22.259782,-45.694186,Pedreira,piscando
-22.244417,-45.708427,São Roque,baixa_luminosidade
-22.234375,-45.710266,Juquita,normal
-22.260674,-45.709304,Novo Horizonte,piscando
-22.266272,-45.71397,Novo Horizonte,baixa_luminosidade
-22.238264,-45.697972,Vista Alegre,normal
-22.24988,-45.711974,Novo Horizonte,normal
-22.259254,-45.70677,Fernandes,normal
-22.263596,-45.69786,Por do Sol,normal
-22.240325,-45.701659,Maristela,normal
-22.247171,-45.701723,São Benedito,normal
-22.258364,-45.705333,Novo Horizonte,normal
-22.257148,-45.705339,São João,normal
-22.244124,-45.713639,São Roque,normal
-22.243709,-45.711092,Eletrônica,normal
-22.259241,-45.715532,Arco-Íris,piscando
-22.24169,-45.700889,Maristela,normal
-22.236268,-45.704746,Maristela,normal
-22.257556,-45.706845,Arco-Íris,normal
-22.264415,-45.705091,Fernandes,baixa_luminosidade
-22.244515,-45.699377,Vista Alegre,normal
-22.249573,-45.70129,São João,normal
-22.253878,-45.709669,Arco-Íris,piscando
-22.262998,-45.704788,Fernandes,normal
-22.259648,-45.697867,Por do Sol,normal
-22.255748,-45.713402,São João,normal
-22.26417,-45.706598,Por do Sol,piscando
-22.254406,-45.695697,Anchieta,normal
-22.239768,-45.710297,Juquita,normal
-22.260656,-45.706837,Família Andrade,baixa_luminosidade
-22.238983,-45.702212,Maristela,normal
-22.254451,-45.697633,Ozório Machado,normal
-22.249082,-45.701804,Anchieta,normal
-22.251144,-45.707524,São Benedito,normal
-22.257739,-45.693962,Por do Sol,normal
-22.258134,-45.711649,Arco-Íris,apagado
-22.250249,-45.702837,São Benedito,piscando
-22.263782,-45.700364,Fernandes,baixa_luminosidade
-22.262576,-45.703169,Fernandes,apagado
-22.252688,-45.711187,Eletrônica,normal
-22.242119,-45.701781,Maristela,baixa_luminosidade
-22.265044,-45.709857,Família Andrade,piscando
-22.254716,-45.706831,Arco-Íris,apagado
-22.264132,-45.71027,Família Andrade,normal
-22.250959,-45.70291,São João,normal
-22.256986,-45.710458,Novo Horizonte,normal
-22.250843,-45.707503,Eletrônica,piscando
-22.264388,-45.704712,Novo Horizonte,normal
-22.26021,-45.6969,Por do Sol,piscando
-22.260239,-45.714807,Novo Horizonte,piscando
-22.261446,-45.693742,Ozório Machado,normal
-22.257398,-45.69854,Pedreira,normal
-22.25453,-45.715904,São João,normal
-22.267177,-45.706112,Família Andrade,normal
-22.240312,-45.702802,Maristela,piscando
-22.244523,-45.698451,São Benedito,normal
-22.245142,-45.697923,Vista Alegre,apagado
-22.241027,-45.700808,Vista Alegre,normal
-22.244297,-45.69655,Vista Alegre,normal
-22.259222,-45.697011,Por do Sol,baixa_luminosidade
-22.246961,-45.697931,Vista Alegre,normal
-22.257774,-45.707334,Arco-Íris,normal
-22.238727,-45.712769,Juquita,apagado
-22.264165,-45.699366,Família Andrade,sem_sinal
-22.249122,-45.709242,São Roque,normal
-22.240593,-45.710962,Juquita,normal
-22.261294,-45.692218,Ozório Machado,piscando
-22.246105,-45.704447,São Roque,baixa_luminosidade
-22.25543,-45.692418,Ozório Machado,baixa_luminosidade
-22.245363,-45.69825,São Benedito,piscando
-22.25032,-45.701042,São Benedito,normal
-22.23514,-45.704577,Maristela,baixa_luminosidade
-22.262594,-45.709015,Fernandes,apagado
-22.240773,-45.697635,Vista Alegre,normal
-22.244538,-45.694698,Anchieta,baixa_luminosidade
-22.244303,-45.703654,Maristela,apagado
-22.249987,-45.699227,Anchieta,normal
-22.263914,-45.695425,Pedreira,sem_sinal
-22.26323,-45.708894,Novo Horizonte,baixa_luminosidade
-22.260438,-45.700748,Pedreira,normal
-22.240408,-45.705172,Juquita,normal
-22.256115,-45.709544,Arco-Íris,normal
-22.243909,-45.715622,São Roque,normal
-22.240117,-45.70873,Juquita,piscando
-22.254923,-45.707997,Arco-Íris,normal
-22.260507,-45.699452,Fernandes,normal
-22.242084,-45.699945,Vista Alegre,normal
-22.254223,-45.711702,Arco-Íris,baixa_luminosidade
-22.24893,-45.696519,Anchieta,normal
-22.253623,-45.707586,Novo Horizonte,normal
-22.241992,-45.713313,Juquita,normal
-22.248916,-45.696761,Anchieta,normal
-22.245808,-45.713157,São Roque,normal
-22.261621,-45.698839,Por do Sol,normal
-22.26235,-45.699002,Por do Sol,apagado
-22.244391,-45.702013,Anchieta,normal
-22.260946,-45.708478,Novo Horizonte,normal
-22.262094,-45.700808,Fernandes,normal
-22.254623,-45.692271,Ozório Machado,apagado
-22.265217,-45.708213,Família Andrade,normal
-22.268115,-45.710904,Fernandes,normal
-22.257778,-45.708853,Fernandes,normal
-22.244313,-45.700069,São Benedito,normal
-22.257848,-45.69952,Pedreira,baixa_luminosidade
-22.246205,-45.70122,Anchieta,normal
-22.248832,-45.696841,Vista Alegre,normal
-22.239049,-45.708481,São Roque,normal
-22.256381,-45.705786,São João,normal
-22.258067,-45.710597,Arco-Íris,apagado
-22.257808,-45.711995,Arco-Íris,normal
-22.257778,-45.706857,São João,sem_sinal
-22.257253,-45.703022,Pedreira,piscando
-22.258639,-45.693769,Ozório Machado,apagado
-22.240979,-45.701137,Vista Alegre,piscando
-22.261613,-45.707662,Novo Horizonte,normal
-22.260912,-45.713628,Novo Horizonte,normal
-22.249896,-45.708644,Eletrônica,apagado
-22.239833,-45.707666,São Roque,apagado
-22.260863,-45.712711,Novo Horizonte,normal
-22.24853,-45.694894,Anchieta,normal
-22.240698,-45.70799,Maristela,baixa_luminosidade
-22.248906,-45.705838,São Benedito,normal
-22.235624,-45.710243,Juquita,normal
-22.260062,-45.70031,Fernandes,normal
-22.245803,-45.692011,Anchieta,normal
-22.264975,-45.708317,Família Andrade,normal
-22.256511,-45.706704,Novo Horizonte,normal
-22.249456,-45.717316,Eletrônica,normal
-22.243596,-45.694167,São Benedito,normal
-22.247214,-45.702868,Vista Alegre,normal
-22.248692,-45.695153,São Benedito,normal
-22.249001,-45.71102,Eletrônica,normal
-22.236625,-45.703736,Maristela,normal
-22.248419,-45.709118,São Roque,normal
-22.263292,-45.695284,Por do Sol,normal
-22.253766,-45.707035,Pedreira,normal
-22.247547,-45.707753,São Benedito,normal
-22.246836,-45.702187,São Roque,piscando
-22.257412,-45.708636,Arco-Íris,normal
-22.241468,-45.706562,Maristela,normal
-22.256236,-45.691245,Ozório Machado,normal
-22.262048,-45.707018,Fernandes,normal
-22.266465,-45.708635,Família Andrade,normal
-22.243821,-45.703443,Vista Alegre,baixa_luminosidade
-22.245642,-45.698413,Vista Alegre,apagado
-22.262425,-45.704785,Pedreira,normal
-22.264598,-45.696164,Por do Sol,normal
-22.259231,-45.699123,Pedreira,apagado
-22.251581,-45.703632,São Benedito,baixa_luminosidade
-22.24617,-45.699671,Anchieta,piscando
-22.248428,-45.700077,Anchieta,normal
-22.245678,-45.70843,Maristela,normal
-22.259082,-45.693659,Ozório Machado,piscando
-22.242405,-45.697946,Vista Alegre,normal
-22.248732,-45.6965,São Benedito,normal
-22.241197,-45.698741,São Roque,normal
-22.254696,-45.695525,Ozório Machado,piscando
-22.259843,-45.701006,Por do Sol,apagado
-22.262552,-45.707827,Fernandes,apagado
-22.253712,-45.711651,São João,normal
-22.247852,-45.693393,Anchieta,normal
-22.246521,-45.695753,Anchieta,piscando
-22.238234,-45.697947,Vista Alegre,normal
-22.255037,-45.708993,Arco-Íris,normal
-22.261548,-45.699307,Por do Sol,normal
-22.234034,-45.711141,Juquita,normal
-22.266815,-45.707685,Família Andrade,normal
-22.244515,-45.707384,São Benedito,normal
-22.252471,-45.697405,Pedreira,baixa_luminosidade
-22.245182,-45.698844,São Benedito,normal
-22.25789,-45.710278,Arco-Íris,normal
-22.241686,-45.70082,Maristela,normal
-22.236978,-45.703708,São Roque,sem_sinal
-22.258193,-45.702989,Ozório Machado,normal
-22.264575,-45.703891,Família Andrade,normal
-22.260307,-45.696978,Pedreira,normal
-22.264934,-45.706114,Fernandes,normal
-22.259105,-45.694441,Ozório Machado,normal
-22.24038,-45.710648,Maristela,normal
-22.244389,-45.707491,Maristela,normal
-22.259457,-45.70821,Novo Horizonte,piscando
-22.234447,-45.71023,Juquita,normal
-22.241768,-45.697929,Anchieta,normal
-22.238478,-45.707961,Juquita,normal
-22.24666,-45.700735,São Benedito,normal
-22.257973,-45.697991,Por do Sol,normal
-22.235125,-45.710636,São Roque,normal
-22.261139,-45.708425,Novo Horizonte,sem_sinal
-22.259517,-45.700814,Pedreira,normal
-22.264313,-45.701944,Família Andrade,normal
-22.256513,-45.7076,São João,normal
-22.260571,-45.706754,São João,piscando
-22.261302,-45.701286,Pedreira,normal
-22.248806,-45.706049,São João,normal
-22.25995,-45.70173,Pedreira,piscando
-22.26023,-45.705479,Pedreira,piscando
-22.258655,-45.692772,Por do Sol,sem_sinal
-22.246001,-45.707597,São Benedito,normal
-22.24418,-45.70927,São Roque,piscando
-22.263691,-45.710516,Fernandes,normal
-22.236422,-45.703663,Maristela,normal
-22.239766,-45.709911,Maristela,normal
-22.249132,-45.708575,Eletrônica,normal
-22.247494,-45.694244,São Benedito,piscando
-22.258569,-45.707742,Novo Horizonte,baixa_luminosidade
-22.246389,-45.70161,Anchieta,sem_sinal
-22.258439,-45.700342,Por do Sol,normal
-22.265381,-45.709125,Novo Horizonte,piscando
-22.254691,-45.693467,Ozório Machado,normal
-22.255571,-45.717178,Arco-Íris,baixa_luminosidade
-22.257622,-45.69148,Ozório Machado,piscando
-22.25394,-45.709777,Arco-Íris,normal
-22.254375,-45.695322,Ozório Machado,normal
-22.235882,-45.708122,Juquita,normal
-22.257111,-45.701915,Pedreira,baixa_luminosidade
-22.252137,-45.700903,Pedreira,normal
-22.255213,-45.708337,São Benedito,normal
-22.265826,-45.706984,Família Andrade,normal
-22.260493,-45.70559,Novo Horizonte,normal
-22.258257,-45.698685,Pedreira,normal
-22.266864,-45.709249,Fernandes,normal
-22.252162,-45.712367,São João,normal
-22.256312,-45.695934,Ozório Machado,apagado
-22.255356,-45.711742,São João,normal
-22.249484,-45.711539,Eletrônica,apagado
-22.258423,-45.713175,Arco-Íris,normal
-22.259727,-45.714986,Novo Horizonte,normal
-22.258971,-45.69368,Ozório Machado,normal
-22.266279,-45.704655,Fernandes,normal
-22.254774,-45.707883,Fernandes,normal
-22.263036,-45.70719,Família Andrade,piscando
-22.243201,-45.705072,Maristela,normal
-22.24287,-45.695926,Vista Alegre,normal
-22.256057,-45.704495,São João,normal
-22.260911,-45.705138,Novo Horizonte,normal
-22.248079,-45.709175,São Roque,normal
-22.260672,-45.696032,Pedreira,piscando
-22.262568,-45.707707,Família Andrade,normal
-22.249915,-45.705451,São Benedito,normal
-22.26203,-45.701424,Família Andrade,normal
-22.244199,-45.695158,São Benedito,piscando
-22.265298,-45.694824,Por do Sol,baixa_luminosidade
-22.23699,-45.707352,Maristela,apagado
-22.254776,-45.710644,Eletrônica,normal
-22.241988,-45.708813,Maristela,baixa_luminosidade
-22.255798,-45.707353,São João,baixa_luminosidade
-22.259196,-45.696326,Por do Sol,apagado
-22.242298,-45.705211,São Roque,normal
-22.253975,-45.702308,Pedreira,piscando
-22.246054,-45.69612,Anchieta,normal
-22.265014,-45.70886,Novo Horizonte,normal
-22.236652,-45.703526,Maristela,normal
-22.250576,-45.712446,Eletrônica,normal
-22.260403,-45.701167,Pedreira,normal
-22.250886,-45.710156,Eletrônica,piscando
-22.247285,-45.710195,Eletrônica,normal
-22.254695,-45.709814,São João,apagado
-22.236348,-45.711606,Juquita,normal
-22.247746,-45.711115,Eletrônica,normal
-22.254589,-45.709866,Novo Horizonte,sem_sinal
-22.240523,-45.711822,São Roque,normal
-22.241105,-45.703265,Maristela,normal
-22.265176,-45.70429,Fernandes,normal
-22.234926,-45.708273,Juquita,piscando
-22.259803,-45.70511,Novo Horizonte,normal
-22.239338,-45.701135,Maristela,normal
-22.261573,-45.697052,Fernandes,normal
-22.24337,-45.697935,Anchieta,normal
-22.255969,-45.696243,Ozório Machado,normal
-22.246924,-45.706968,São Roque,normal
-22.251273,-45.705041,São João,baixa_luminosidade
-22.244662,-45.699117,Maristela,normal
-22.253585,-45.705429,Arco-Íris,normal
-22.258142,-45.695299,Por do Sol,normal
-22.261342,-45.707492,Arco-Íris,piscando
-22.248201,-45.700879,Vista Alegre,normal
-22.252349,-45.706343,São Benedito,normal
-22.248639,-45.710992,São João,piscando
-22.259951,-45.695816,Por do Sol,baixa_luminosidade
-22.261373,-45.716343,Novo Horizonte,piscando
-22.246867,-45.703036,São Benedito,normal
-22.245263,-45.706864,Maristela,normal
-22.260244,-45.693223,Ozório Machado,apagado
-22.264108,-45.703184,Família Andrade,apagado
-22.261363,-45.707704,Fernandes,normal
-22.246773,-45.711057,Eletrônica,normal
-22.262975,-45.702772,Pedreira,normal
-22.265723,-45.709906,Novo Horizonte,normal
-22.24709,-45.69611,Anchieta,apagado
-22.250585,-45.694899,São Benedito,apagado
-22.26088,-45.693675,Ozório Machado,normal
-22.261341,-45.708713,Família Andrade,normal
-22.236938,-45.699089,Maristela,apagado
-22.266197,-45.704799,Família Andrade,normal
-22.257104,-45.69995,Pedreira,normal
-22.258989,-45.702728,Pedreira,normal
-22.249508,-45.710769,Eletrônica,baixa_luminosidade
-22.24259,-45.712281,São Roque,baixa_luminosidade
-22.259633,-45.693674,Por do Sol,baixa_luminosidade
-22.258768,-45.713211,Novo Horizonte,normal
-22.254431,-45.701261,São Benedito,normal
-22.241978,-45.704044,São Roque,normal
-22.236081,-45.709643,Juquita,piscando
-22.259213,-45.69545,Ozório Machado,normal
-22.236952,-45.711813,Juquita,normal
-22.258726,-45.710188,Arco-Íris,normal
-22.261447,-45.695457,Ozório Machado,normal
-22.2541,-45.700588,Pedreira,normal
-22.244562,-45.70877,São Roque,apagado
-22.249423,-45.698702,Maristela,normal
-22.235264,-45.707718,São Roque,normal
-22.257025,-45.702256,Pedreira,normal
-22.247646,-45.69609,São Benedito,normal
-22.26477,-45.693882,Pedreira,piscando
-22.247129,-45.696052,Anchieta,apagado
-22.24254,-45.714914,Juquita,normal
-22.262133,-45.693564,Por do Sol,baixa_luminosidade
-22.252934,-45.694756,Ozório Machado,apagado
-22.243571,-45.696308,Anchieta,normal
-22.24895,-45.709562,São Roque,piscando
-22.247498,-45.70262,Anchieta,apagado
-22.240575,-45.712546,Juquita,normal
-22.245453,-45.694324,Anchieta,normal
-22.238409,-45.697684,Anchieta,piscando
-22.258212,-45.710554,Novo Horizonte,normal
-22.249882,-45.715178,Eletrônica,normal
-22.26466,-45.703179,Fernandes,normal
-22.261815,-45.697184,Por do Sol,normal
-22.252974,-45.714639,Eletrônica,baixa_luminosidade
-22.262425,-45.696287,Por do Sol,apagado
-22.25867,-45.708641,Fernandes,normal
-22.264284,-45.7073,Família Andrade,normal
-22.260317,-45.699752,Por do Sol,normal
-22.247125,-45.711039,São Roque,normal
-22.262125,-45.702264,Por do Sol,piscando
-22.250069,-45.706998,São Roque,piscando
-22.255714,-45.714026,Novo Horizonte,normal
-22.24852,-45.712087,Eletrônica,normal
-22.23791,-45.707613,Maristela,normal
-22.244726,-45.710425,São Roque,apagado
-22.25624,-45.702008,Pedreira,normal
-22.248801,-45.712449,Eletrônica,normal
-22.25003,-45.71055,São João,normal
-22.244801,-45.709073,São Roque,normal
-22.261135,-45.703486,Família Andrade,normal
-22.262087,-45.710211,Família Andrade,normal
-22.244833,-45.707542,Eletrônica,apagado
-22.243093,-45.699593,Vista Alegre,piscando
-22.246323,-45.712446,São Roque,normal
-22.249258,-45.709716,Eletrônica,piscando
-22.257694,-45.714034,Novo Horizonte,apagado
-22.245858,-45.694916,Anchieta,normal
-22.237201,-45.712791,Juquita,apagado
-22.259809,-45.709696,Pedreira,apagado
-22.253097,-45.70319,São João,normal
-22.246905,-45.706951,Juquita,normal
-22.242304,-45.709842,São Roque,normal
-22.26263,-45.698106,Por do Sol,normal
-22.25554,-45.690161,Ozório Machado,normal
-22.251991,-45.699704,Pedreira,normal
-22.250056,-45.691638,Ozório Machado,normal
-22.251313,-45.702759,São João,normal
-22.250612,-45.709852,Eletrônica,baixa_luminosidade
-22.262751,-45.706822,Família Andrade,baixa_luminosidade
-22.243171,-45.696456,Anchieta,piscando
-22.265194,-45.697225,Ozório Machado,normal
-22.259263,-45.70968,Novo Horizonte,normal
-22.25594,-45.713199,Arco-Íris,normal
-22.266013,-45.708395,Família Andrade,normal
-22.255006,-45.691823,Por do Sol,piscando
-22.248521,-45.709132,Eletrônica,baixa_luminosidade
-22.25684,-45.702126,Fernandes,normal
-22.254111,-45.71202,Eletrônica,normal
